시군구,계약면적(㎡),전월세구분,계약년월,보증금(만원),월세(만원)
서울특별시 관악구 신림동,38.65,월세,201911,"2,000",80
서울특별시 관악구 신림동,54.66,월세,201912,"2,000",80
서울특별시 관악구 신림동,50,월세,202001,"2,000",80
서울특별시 관악구 신림동,42.75,월세,202001,"2,000",80
서울특별시 관악구 신림동,33,월세,202003,"2,000",80
서울특별시 관악구 신림동,51.78,월세,202008,"2,000",80
서울특별시 관악구 신림동,68.6,월세,202008,"2,000",80
서울특별시 관악구 신림동,15.12,월세,202008,"2,000",80
서울특별시 관악구 신림동,44.4,월세,202008,"2,000",80
서울특별시 관악구 신림동,41.28,월세,202009,"2,000",80
서울특별시 관악구 신림동,40,월세,202010,"2,000",80
서울특별시 관악구 신림동,26.4,월세,202012,"2,000",80
서울특별시 관악구 신림동,46.3,월세,202103,"2,000",80
서울특별시 관악구 신림동,60.2,월세,202105,"2,000",80
서울특별시 관악구 신림동,42.97,월세,202106,"2,000",80
서울특별시 관악구 신림동,44.4,월세,202108,"2,000",80
서울특별시 관악구 신림동,46.4,월세,202108,"2,000",80
서울특별시 관악구 신림동,54.79,월세,202109,"2,000",80
서울특별시 관악구 신림동,54.66,월세,202109,"2,000",80
서울특별시 관악구 신림동,71.46,월세,202109,"2,000",80
서울특별시 관악구 신림동,49,월세,202110,"2,000",80
서울특별시 관악구 신림동,60,월세,202110,"2,000",80
서울특별시 관악구 신림동,35,월세,202112,"2,000",80
